"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,High CPV,"$4,431",,,"$6,448","$6,448","$6,448","$1,140","$1,140","$1,339","$6,500","$6,500","$6,500",,,,"$1,140","$7,340","$7,340",,"$5,768",,,,,"$2,500","$2,500","$2,500"
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,Low CPV,"$1,500",,,"$1,344","$1,113","$1,463","$1,140","$1,140","$1,140","$1,416","$1,508","$1,520",,,,"$1,000","$1,000","$1,000",,"$1,000",,,,,"$2,500","$2,500",
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,High RRP,"$128,633","$126,470","$126,470","$126,470","$126,470","$126,500","$126,500","$126,500","$126,500","$126,500","$126,500","$126,500","$127,700","$127,700","$127,700","$127,700","$127,700","$127,700","$127,700","$129,300","$129,300","$129,300","$129,300","$129,300","$129,300","$129,300","$129,300"
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,Low RRP,"$75,242","$126,470","$126,470","$126,470","$126,470","$76,900","$76,900","$76,900","$76,900","$76,900","$76,900","$76,900","$78,100","$78,100","$78,100","$78,100","$78,100","$78,100","$78,100","$73,200","$73,200","$73,200","$73,200","$73,200","$73,200","$73,200","$73,200"
235,Medium > $60K,Mercedes-Benz,CLA-Class,Coupe,Model Launch,,,,,,,,,,,New Variant,,,,Facelift,,,,,,,,,,,,
236,SUV Upper Large > $120K,GMC,Yukon,SUV,Sales,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,48,44,
236,SUV Upper Large > $120K,GMC,Yukon,SUV,Segment Share,2.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.91%,8.44%,9.70%,9.05%,
236,SUV Upper Large > $120K,GMC,Yukon,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,SUV Upper Large > $120K,GMC,Yukon,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,SUV Upper Large > $120K,GMC,Yukon,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,SUV Upper Large > $120K,GMC,Yukon,SUV,High RRP,"$172,490",,,,,,,,,,,,,,,,"$169,990","$169,990","$169,990","$169,990","$169,990","$174,990","$174,990","$174,990","$174,990","$174,990","$174,990"
236,SUV Upper Large > $120K,GMC,Yukon,SUV,Low RRP,"$172,490",,,,,,,,,,,,,,,,"$169,990","$169,990","$169,990","$169,990","$169,990","$174,990","$174,990","$174,990","$174,990","$174,990","$174,990"
236,SUV Upper Large > $120K,GMC,Yukon,SUV,Model Launch,,,,,New Variant,,,,,,,,,,,,,,,,,,,,,,
237,SUV Light,Hyundai,Inster,SUV,Sales,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,51,101,41,38,44,
237,SUV Light,Hyundai,Inster,SUV,Segment Share,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,1.30%,2.24%,0.81%,0.88%,1.09%,
237,SUV Light,Hyundai,Inster,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,SUV Light,Hyundai,Inster,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,SUV Light,Hyundai,Inster,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,SUV Light,Hyundai,Inster,SUV,High RRP,"$45,000",,,,,,,,,,,,,,,,,,,,,"$45,000","$45,000","$45,000","$45,000","$45,000","$45,000"
237,SUV Light,Hyundai,Inster,SUV,Low RRP,"$39,000",,,,,,,,,,,,,,,,,,,,,"$39,000","$39,000","$39,000","$39,000","$39,000","$39,000"
237,SUV Light,Hyundai,Inster,SUV,Model Launch,,,Tech Change,,,,,,,,,,,New Variant,,,,,,,,Facelift,,,,,
238,SUV Small > $45K,Volvo,EX40,SUV,Sales,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,55,48,47,49,68,25,43,
238,SUV Small > $45K,Volvo,EX40,SUV,Segment Share,0.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.64%,1.03%,1.75%,1.21%,1.47%,1.30%,1.64%,0.66%,1.31%,
238,SUV Small > $45K,Volvo,EX40,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,Cash Back,Cash Back,Cash Back,,,
238,SUV Small > $45K,Volvo,EX40,SUV,High CPV,"$5,000",,,,,,,,,,,,,,,,,,,,,"$5,000","$5,000","$5,000",,,
238,SUV Small > $45K,Volvo,EX40,SUV,Low CPV,"$5,000",,,,,,,,,,,,,,,,,,,,,"$5,000","$5,000","$5,000",,,
238,SUV Small > $45K,Volvo,EX40,SUV,High RRP,"$82,990",,,,,,,,,,,,,,,,"$82,990","$82,990","$82,990","$82,990","$82,990","$82,990","$82,990","$82,990","$82,990","$82,990","$82,990"
238,SUV Small > $45K,Volvo,EX40,SUV,Low RRP,"$76,990",,,,,,,,,,,,,,,,"$76,990","$76,990","$76,990","$76,990","$76,990","$76,990","$76,990","$76,990","$76,990","$76,990","$76,990"
238,SUV Small > $45K,Volvo,EX40,SUV,Model Launch,,,,,,,New Variant,,,,,,,,,,,,,,,,,,,,
239,SUV Large < $80K,Jeep,Wrangler,SUV,Sales,43,92,104,76,85,90,67,57,95,86,57,51,41,62,49,54,53,52,51,32,37,31,32,37,44,42,
239,SUV Large < $80K,Jeep,Wrangler,SUV,Segment Share,0.38%,0.81%,0.91%,0.62%,0.72%,0.81%,0.65%,0.56%,0.89%,0.86%,0.54%,0.48%,0.41%,0.70%,0.50%,0.56%,0.42%,0.45%,0.50%,0.31%,0.30%,0.30%,0.25%,0.26%,0.38%,0.37%,
239,SUV Large < $80K,Jeep,Wrangler,SUV,Retail Offer,,Factory Bonus;Servicing,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Demonstrator,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
239,SUV Large < $80K,Jeep,Wrangler,SUV,High CPV,"$11,244","$5,900","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,697","$12,697","$12,697","$12,697","$12,697","$12,697","$12,697","$12,697","$6,867","$6,867","$6,867","$6,867"
239,SUV Large < $80K,Jeep,Wrangler,SUV,Low CPV,"$7,303",$186,"$5,900","$12,747","$12,747","$12,747","$3,000","$3,000","$3,000","$12,747","$12,747","$12,747","$12,747","$12,747","$12,747","$12,697",$500,"$12,697","$1,000","$1,000","$1,000","$12,697","$12,697","$6,867","$6,867","$6,867",
239,SUV Large < $80K,Jeep,Wrangler,SUV,High RRP,"$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450","$90,450"
239,SUV Large < $80K,Jeep,Wrangler,SUV,Low RRP,"$75,950","$81,450","$81,450","$81,450","$81,450","$81,450","$81,450","$81,450","$81,450","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950","$75,950"
239,SUV Large < $80K,Jeep,Wrangler,SUV,Model Launch,,,,,,,,,Facelift,,,,,,,New Variant,,,,,,,,,,,Limited Edition
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,Sales,68,127,71,91,50,64,24,16,16,15,22,59,42,53,26,62,74,95,95,58,54,44,49,73,146,42,
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,Segment Share,1.95%,2.06%,0.98%,2.31%,0.78%,1.50%,0.92%,0.35%,0.22%,0.40%,0.48%,0.90%,1.43%,1.84%,1.00%,2.34%,2.39%,2.54%,3.15%,1.70%,1.21%,1.29%,1.16%,1.68%,3.77%,1.22%,
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,Retail Offer,,Factory Bonus,Factory Bonus,,,,,,,,,,,,,,,,,Demonstrator;On-Roads,,,,,,,
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,High CPV,"$3,410","$3,700","$3,700",,,,,,,,,,,,,,,,,"$3,410",,,,,,,
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,Low CPV,"$1,000","$3,100","$3,100",,,,,,,,,,,,,,,,,"$1,000",,,,,,,
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,High RRP,"$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155","$106,155"
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,Low RRP,"$87,345","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$87,734","$85,400","$85,400","$85,400"
240,SUV Medium > $60K,Mercedes-Benz,EQB,SUV,Model Launch,,,,,,,Tech Change,,,,,New Variant,,,,,,,,,,,,,,,Facelift
241,SUV Light,Nissan,Juke,SUV,Sales,72,71,61,71,168,144,181,498,192,67,107,148,80,63,66,94,96,82,68,90,70,68,45,73,64,42,
241,SUV Light,Nissan,Juke,SUV,Segment Share,1.52%,1.90%,1.34%,1.76%,3.77%,3.94%,3.90%,9.71%,4.36%,1.59%,2.57%,3.61%,2.04%,1.21%,1.22%,1.80%,1.86%,1.81%,1.47%,1.94%,1.48%,1.74%,0.99%,1.43%,1.49%,1.04%,
241,SUV Light,Nissan,Juke,SUV,Retail Offer,,,Finance,Finance;Servicing,Finance;Servicing,Finance;Servicing,Finance;Servicing,Finance;Servicing,Finance;Servicing,Finance,Finance,Finance,Driveaway,Driveaway,Driveaway,Finance,Finance,Finance,Cash Back,Cash Back;Warranty,Cash Back;Warranty,Factory Bonus;Warranty,Finance;Warranty,Finance,,,
241,SUV Light,Nissan,Juke,SUV,High CPV,"$2,241",,"$1,200","$1,953","$1,671","$1,671","$2,820","$4,692","$2,813","$1,148","$2,250","$2,257","$2,117","$2,117","$2,117","$1,605","$1,660","$1,612","$1,000","$3,500","$3,500","$3,000","$3,617",$799,,,
241,SUV Light,Nissan,Juke,SUV,Low CPV,"$2,019",,$946,"$1,781","$1,558","$1,558","$2,464","$2,448","$2,459",$905,$834,"$1,779","$1,349","$1,349","$1,349","$1,269","$1,313","$1,275","$1,000","$3,500","$3,500","$3,000","$3,364",$618,,,
241,SUV Light,Nissan,Juke,SUV,High RRP,"$38,384","$36,890","$36,890","$36,890","$36,890","$36,890","$36,890","$36,890","$36,890","$36,890","$36,890","$36,890","$37,390","$37,390","$37,390","$37,390","$38,390","$38,390","$38,390","$38,665","$38,665","$38,665","$38,665","$38,665","$38,665","$38,665","$38,665"
241,SUV Light,Nissan,Juke,SUV,Low RRP,"$28,890","$28,390","$28,390","$28,390","$28,390","$28,390","$28,390","$28,390","$28,390","$28,390","$28,390","$28,390","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890","$28,890"
241,SUV Light,Nissan,Juke,SUV,Model Launch,,,,,,,,,Facelift,,,,,,,New Variant,,,,,,,,,,,
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,Sales,50,84,85,107,89,46,59,66,106,55,30,48,20,14,24,63,32,38,7,3,81,107,52,48,103,41,
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,Segment Share,3.09%,3.96%,3.25%,4.10%,3.52%,2.14%,3.67%,3.68%,6.48%,3.10%,1.57%,2.51%,1.26%,0.95%,1.66%,2.46%,1.65%,1.90%,0.47%,0.21%,5.00%,7.20%,3.40%,3.04%,6.61%,3.42%,
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,Retail Offer,,Limited Edition;Accessory,Limited Edition;Finance;Accessory,Finance,Finance,Finance,Finance,Finance,Finance,,,Demonstrator,Finance,Finance,Finance,,Limited Edition,,,Demonstrator,,,,,,,
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,High CPV,"$2,987","$3,000","$5,311","$5,207","$4,776","$5,432","$3,329","$3,287","$3,315",,,"$5,000","$1,911","$1,920","$1,911",,"$2,050",,,"$5,000",,,,,,,
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,Low CPV,"$1,554",$983,"$1,347","$2,891",,,"$1,846","$1,823","$1,839",,,"$5,000","$1,059","$1,064","$1,059",,"$2,050",,,,,,,,,,
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,High RRP,"$86,042","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$83,800","$85,500","$85,500","$85,500","$85,500","$86,600","$86,600","$86,600","$86,600","$86,600","$86,600","$87,100","$87,100"
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,Low RRP,"$59,758","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$62,100","$58,800","$58,800","$58,800","$58,800","$59,900","$59,900","$59,900","$59,900","$59,900","$59,900","$60,400","$60,400"
242,Small > $45K,BMW,2 Series Gran Coupe,Sedan,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,Facelift
243,Sports < $90K,MINI,Cooper,Convertible,Sales,19,27,58,39,29,57,32,42,25,16,40,27,4,2,0,0,0,0,0,0,34,49,41,35,24,41,
243,Sports < $90K,MINI,Cooper,Convertible,Segment Share,2.58%,5.25%,12.89%,8.29%,8.12%,18.15%,10.56%,15.38%,8.90%,7.52%,14.13%,13.17%,2.04%,0.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.37%,6.45%,4.12%,4.72%,3.49%,7.84%,
243,Sports < $90K,MINI,Cooper,Convertible,Retail Offer,,Finance;Servicing,Finance;Servicing,,,,Finance,Finance,Finance,Finance,Finance,Finance,,,,,,,,,,Finance,Finance,Finance;Servicing,,Demonstrator;Finance,Demonstrator;Finance
243,Sports < $90K,MINI,Cooper,Convertible,High CPV,"$2,137","$2,265","$2,680",,,,"$1,847","$1,782","$1,825","$3,032","$2,856","$2,865",,,,,,,,,,$500,$500,"$4,140",,"$3,410","$2,067"
243,Sports < $90K,MINI,Cooper,Convertible,Low CPV,$500,"$1,846","$2,107",,,,$678,$654,$670,"$1,904","$1,793","$1,799",,,,,,,,,,$500,$500,$500,,,
243,Sports < $90K,MINI,Cooper,Convertible,High RRP,"$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375","$71,375"
243,Sports < $90K,MINI,Cooper,Convertible,Low RRP,"$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200","$43,200"
243,Sports < $90K,MINI,Cooper,Convertible,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Micro,Fiat,500,Hatchback,Sales,36,69,63,67,51,42,71,46,31,40,40,62,38,43,47,48,35,26,30,49,39,28,27,34,30,41,
244,Micro,Fiat,500,Hatchback,Segment Share,6.03%,6.59%,6.32%,8.33%,8.43%,9.34%,28.52%,15.03%,5.61%,9.25%,4.80%,8.29%,7.91%,7.59%,7.08%,8.36%,9.10%,4.63%,4.63%,9.20%,4.57%,5.40%,4.67%,4.49%,4.70%,5.49%,
244,Micro,Fiat,500,Hatchback,Retail Offer,,,,,,,,,,,,,,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition,Limited Edition
244,Micro,Fiat,500,Hatchback,High CPV,"$10,412",,,,,,,,,,,,,"$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$14,675","$7,435","$7,435","$7,435","$21,675","$21,675","$21,675"
244,Micro,Fiat,500,Hatchback,Low CPV,"$8,352",,,,,,,,,,,,,"$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$7,435","$18,435",
244,Micro,Fiat,500,Hatchback,High RRP,"$60,500","$52,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500","$60,500"
244,Micro,Fiat,500,Hatchback,Low RRP,"$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100","$23,100"
244,Micro,Fiat,500,Hatchback,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,New Model,
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,Sales,46,54,46,41,48,51,27,67,74,52,72,70,53,37,54,46,49,48,26,52,55,36,46,61,33,41,
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,Segment Share,2.33%,1.87%,1.77%,1.58%,1.69%,2.28%,1.29%,2.71%,3.26%,2.25%,3.04%,2.85%,2.64%,1.75%,2.45%,2.18%,2.49%,2.87%,1.65%,3.14%,2.85%,2.13%,2.21%,2.43%,1.63%,1.97%,
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,Retail Offer,,,,,,,,,,,,,,,Servicing,,,,,,,,,,,,
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,High CPV,"$1,140",,,,,,,,,,,,,,"$1,140",,,,,,,,,,,,
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,Low CPV,"$1,140",,,,,,,,,,,,,,"$1,140",,,,,,,,,,,,
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,High RRP,"$39,422","$38,880","$39,380","$39,380","$38,880","$38,880","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,630","$39,630","$39,630"
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,Low RRP,"$39,422","$38,880","$39,380","$39,380","$38,880","$38,880","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,380","$39,630","$39,630","$39,630"
245,PU/CC 4X2,Ford,Ranger,Extended Cab Chassis,Model Launch,,,,,,,,Tech Change,,,,,,Limited Edition,,,,,,,,,,,,,
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,Sales,33,3,1,5,10,7,20,18,41,18,7,74,28,30,32,19,39,45,40,29,55,12,31,35,19,40,
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,Segment Share,0.95%,0.05%,0.01%,0.13%,0.16%,0.16%,0.77%,0.38%,0.57%,0.48%,0.15%,1.13%,0.95%,1.04%,1.22%,0.72%,1.25%,1.21%,1.32%,0.86%,1.22%,0.36%,0.72%,0.80%,0.49%,1.17%,
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,Finance;Servicing,Finance;Servicing,,,
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,High CPV,"$6,900",,,,,,,,,,,,,,,,,,,,,,"$6,900","$6,900",,,
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,Low CPV,"$6,900",,,,,,,,,,,,,,,,,,,,,,"$6,900","$6,900",,,
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,High RRP,"$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450","$103,450"
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,Low RRP,"$73,519","$85,250","$85,250","$85,250","$85,250","$85,250","$85,250","$85,250","$85,250","$85,250","$85,250","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,504","$73,595","$73,595","$73,595"
246,SUV Medium > $60K,Land Rover,Discovery Sport,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,Sales,33,39,21,49,59,44,39,53,38,32,36,46,34,37,28,28,38,29,38,24,58,29,19,29,38,40,
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,Segment Share,0.20%,0.20%,0.11%,0.24%,0.28%,0.21%,0.24%,0.29%,0.21%,0.19%,0.19%,0.22%,0.21%,0.22%,0.18%,0.17%,0.25%,0.20%,0.27%,0.15%,0.30%,0.19%,0.11%,0.12%,0.22%,0.22%,
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,Retail Offer,,,,,,,,,,,,,,,,,,,Factory Bonus,Cash Back;Factory Bonus,Cash Back;Driveaway;Accessory,Cash Back;Driveaway;Accessory,Cash Back,Cash Back;Factory Bonus,Cash Back;Driveaway;Servicing,Cash Back;Driveaway;Servicing,Cash Back
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,High CPV,"$6,345",,,,,,,,,,,,,,,,,,"$3,000","$4,000","$8,929","$8,929","$8,839","$4,000","$6,907","$6,157","$7,517"
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,Low CPV,"$4,582",,,,,,,,,,,,,,,,,,"$2,500","$3,000","$4,000","$8,839","$4,000","$4,000","$5,157","$5,157",
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,High RRP,"$44,732","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$42,940","$47,240","$47,240","$47,240","$47,240","$47,240","$47,240"
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,Low RRP,"$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940","$39,940"
247,PU/CC 4X4,Mitsubishi,Triton,Extended Cab Chassis,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Medium < $60K,Skoda,Octavia,Wagon,Sales,40,91,121,86,70,58,80,91,59,78,67,70,47,38,33,34,40,25,38,34,27,39,71,63,40,40,
248,Medium < $60K,Skoda,Octavia,Wagon,Segment Share,3.30%,5.52%,8.62%,6.92%,4.47%,2.86%,3.85%,3.63%,2.48%,2.64%,1.78%,2.37%,2.05%,2.53%,2.78%,2.78%,4.16%,2.60%,4.86%,4.08%,2.17%,2.76%,4.69%,4.05%,2.54%,2.11%,
248,Medium < $60K,Skoda,Octavia,Wagon,Retail Offer,,Finance,Demonstrator;Cash Back,Demonstrator;Cash Back,Servicing;Roadside Assist,Servicing;Roadside Assist,Servicing;Roadside Assist,Servicing;Roadside Assist,Demonstrator;Finance,Demonstrator;Finance,Demonstrator;Finance,Demonstrator;Finance,,,,Factory Bonus,Factory Bonus,Factory Bonus,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance,Finance
248,Medium < $60K,Skoda,Octavia,Wagon,High CPV,"$2,235","$2,501","$4,000","$4,000","$3,360","$3,360","$3,360","$3,360","$5,135","$5,212","$5,020","$5,030",,,,"$4,000","$4,000","$4,000","$2,488","$2,753","$1,549",$242,"$1,373","$1,097","$1,349","$1,734",$756
248,Medium < $60K,Skoda,Octavia,Wagon,Low CPV,$794,$466,$709,,,,"$3,360","$3,360","$3,360","$3,920","$3,776","$4,242",,,,$543,$594,$549,"$1,930","$1,930",$466,$242,$224,"$1,097",$400,$758,
248,Medium < $60K,Skoda,Octavia,Wagon,High RRP,"$57,957","$53,090","$53,090","$58,490","$58,490","$58,490","$58,490","$58,490","$58,490","$58,490","$58,490","$58,490","$58,490","$58,490","$53,890","$53,890","$53,890","$53,890","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990","$59,990"
248,Medium < $60K,Skoda,Octavia,Wagon,Low RRP,"$41,223","$40,490","$40,490","$43,990","$43,990","$43,990","$41,890","$41,890","$43,990","$43,990","$43,990","$43,990","$43,990","$43,990","$41,890","$41,090","$41,090","$41,890","$41,090","$41,090","$41,090","$41,090","$41,090","$41,090","$41,090","$41,090","$41,090"
248,Medium < $60K,Skoda,Octavia,Wagon,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PU/CC > $100K,RAM,2500,Dual Cab Pick Up,Sales,44,74,59,66,56,60,48,38,58,42,55,57,49,53,35,47,43,40,34,30,54,52,61,50,39,39,
249,PU/CC > $100K,RAM,2500,Dual Cab Pick Up,Segment Share,5.75%,9.35%,6.00%,9.26%,7.47%,7.45%,6.35%,4.23%,5.98%,4.84%,8.17%,6.28%,5.94%,5.65%,4.32%,5.30%,4.68%,3.45%,4.14%,3.83%,7.06%,8.13%,10.34%,6.31%,5.38%,6.03%,
249,PU/CC > $100K,RAM,2500,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,Finance,On-Roads;Servicing,On-Roads;Servicing,On-Roads;Servicing,,,,,,Accessory,Accessory,Accessory,,,,On-Roads
249,PU/CC > $100K,RAM,2500,Dual Cab Pick Up,High CPV,"$6,969",,,,,,,,,,,"$3,156","$13,057","$12,877","$12,877",,,,,,"$5,000","$5,000","$5,000",,,,"$14,737"
249,PU/CC > $100K,RAM,2500,Dual Cab Pick Up,Low CPV,"$6,969",,,,,,,,,,,"$3,156","$12,877","$12,877","$12,877",,,,,,"$5,000","$5,000","$5,000",,,,
249,PU/CC > $100K,RAM,2500,Dual Cab Pick Up,High RRP,"$180,117","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$175,950","$180,950","$180,950","$180,950","$180,950","$180,950","$180,950","$180,950","$180,950","$180,950","$180,950","$180,950"
